42.5795	1.65362	Europe
42.4637	1.49129	Europe
42.5428	1.73361	Europe
42.5562	1.53319	Europe
42.5073	1.53414	Europe
42.545	1.51483	Europe
42.5676	1.59756	Europe
42.572	1.48453	Europe
42.5078	1.52109	Europe
38.572 -100.6501 Yosemite National Park
40.029  -119.2037 Yosemite National Park
25.5647	55.5552	Asia
25.7895	55.9432	Asia
23.1436	53.7881	Asia
25.3313	56.342	Asia
25.0657	55.1713	Asia
25.5925	56.2618	Asia
25.6196	56.2729	Asia
25.3374	55.4121	Asia
24.1103	52.7306	Asia
25.1164	56.3414	Asia
25.4111	55.435	Asia
25.2881	55.8816	Asia
24.4667	54.3667	Asia
33.5415	69.7345	Asia
34.3436	67.9057	Asia
33.3246	68.4407	Asia
36.0835	66.8403	Asia
33.4378	69.0277	Asia
36.5295	71.3441	Asia
34.3426	61.7467	Asia
32.8473	68.4457	Asia
33.1464	68.7921	Asia
30.9596	61.8604	Asia
32.3726	66.1771	Asia
37.4657	69.6113	Asia
32.9374	68.6462	Asia
33.6885	68.4021	Asia
33.9751	63.7287	Asia
33.6903	63.8636	Asia
34.5943	61.2689	Asia
33.5212	64.4212	Asia
36.8817	70.2767	Asia
32.63	65.8781	Asia
36.736	69.5345	Asia
35.6994	66.0616	Asia
32.2414	62.9494	Asia
31.0057	66.4	Asia
33.202	69.5152	Asia
36.0992	66.2082	Asia
35.0055	68.8558	Asia
34.5717	70.5886	Asia
33.2874	69.9128	Asia
35.0397	69.0069	Asia
36.6676	65.7529	Asia
33.4239	69.3768	Asia
31.8035	66.3238	Asia
36.9798	70.7393	Asia
32.5215	67.4132	Asia
33.6906	69.3688	Asia
34.0004	68.7135	Asia
36.1353	65.8297	Asia
35.023	69.3511	Asia
32.5652	67.0332	Asia
33.51	65.6763	Asia
34.5896	69.7601	Asia
34.7902	71.1096	Asia
32.9833	67.9652	Asia
36.2154	65.9325	Asia
35.7018	65.2305	Asia
32.0727	64.8359	Asia
33.1396	67.4405	Asia
35.8497	66.4369	Asia
34.4074	70.6394	Asia
36.2647	68.0155	Asia
35.32	67.6339	Asia
30.15	62.6	Asia
37.126	69.8304	Asia
34.7995	62.1392	Asia
33.5223	68.6264	Asia
36.9194	65.0649	Asia
34.0618	66.278	Asia
35.6875	64.2932	Asia
37.4185	66.0436	Asia
34.554	70.2429	Asia
37.04	66.7889	Asia
37.2196	68.7802	Asia
34.9402	61.7759	Asia
33.198	68.108	Asia
34.9873	63.1289	Asia
38.0412	70.473	Asia
32.6159	63.6668	Asia
35.5473	65.5676	Asia
32.1058	66.9083	Asia
34.6492	70.5914	Asia
34.8085	63.43	Asia
35.4206	70.9226	Asia
35.9446	68.7151	Asia
35.7666	65.7649	Asia
31.5572	65.4343	Asia
33.6896	64.8531	Asia
34.3879	67.0233	Asia
34.3697	63.1764	Asia
32.9278	66.6325	Asia
32.9411	69.18	Asia
38.4435	70.8041	Asia
32.4031	64.4696	Asia
33.7218	66.1302	Asia
34.7341	66.9529	Asia
32.5723	66.774	Asia
35.624	70.0051	Asia
33.8979	67.9565	Asia
35.2199	71.5228	Asia
34.7601	71.0474	Asia
33.1893	69.2718	Asia
36.0649	69.1334	Asia
31.6429	64.2398	Asia
32.4457	64.7449	Asia
35.5841	63.3289	Asia
32.8201	67.7693	Asia
34.2142	69.1003	Asia
32.1763	66.5127	Asia
34.75	69.119	Asia
34.2204	68.3126	Asia
35.9214	64.7836	Asia
33.6492	69.7812	Asia
37.0279	66.1282	Asia
34.6714	70.2094	Asia
36.709	67.1109	Asia
38.4086	71.0384	Asia
33.24	68.8663	Asia
36.8167	70.1021	Asia
36.9925	66.2965	Asia
35.284	70.1702	Asia
34.2449	69.9968	Asia
31.5938	64.3716	Asia
31.7138	61.6227	Asia
34.5014	66.28	Asia
33.2957	61.9522	Asia
34.8711	62.5476	Asia
36.0287	70.7726	Asia
33.9992	69.2158	Asia
32.6857	68.238	Asia
36.8288	65.6243	Asia
33.4948	70.0061	Asia
31.5627	66.5814	Asia
33.3395	69.9204	Asia
35.1784	67.6876	Asia
35.5891	68.9009	Asia
35.429	69.7348	Asia
31.5292	62.7906	Asia
30.5488	63.7888	Asia
36.6259	69.537	Asia
37.0011	65.2239	Asia
36.9513	72.318	Asia
36.8628	66.1666	Asia
36.6825	69.1156	Asia
37.5275	65.7583	Asia
32.8385	67.0738	Asia
34.2409	70.1827	Asia
34.4811	62.5863	Asia
31.6133	65.7101	Asia
33.8368	68.4023	Asia
34.7837	69.15	Asia
33.2036	65.4731	Asia
34.1282	70.7183	Asia
35.0636	64.1492	Asia
32.7632	68.3972	Asia
34.4708	68.6544	Asia
35.1183	69.2378	Asia
31.983	67.3356	Asia
34.3482	62.1997	Asia
35.1092	69.4334	Asia
37.0564	70.4006	Asia
34.2867	70.3725	Asia
34.2122	62.2124	Asia
34.3582	70.7626	Asia
32.5099	68.856	Asia
32.7269	67.637	Asia
34.3448	61.4932	Asia
35.7306	63.7826	Asia
33.5539	68.421	Asia
31.8209	64.57	Asia
33.5974	69.2259	Asia
37.1166	70.58	Asia
36.8209	66.4592	Asia
33.7853	63.2473	Asia
36.5729	69.8578	Asia
32.3745	62.1164	Asia
34.8327	69.0776	Asia
34.6667	61.0667	Asia
34.3016	62.2465	Asia
37.189	68.9364	Asia
34.5513	65.793	Asia
36.9882	66.8207	Asia
32.1424	61.4469	Asia
35.5628	67.8219	Asia
32.432	65.6348	Asia
35.9581	67.28	Asia
35.6903	69.3151	Asia
34.7477	69.0478	Asia
33.2816	69.5853	Asia
37.1539	69.4435	Asia
37.1333	69.1667	Asia
31.1323	64.1934	Asia
37.3841	69.4529	Asia
36.8667	70.3833	Asia
34.9925	71.4193	Asia
34.791	69.475	Asia
35.9062	68.4887	Asia
34.6925	70.9269	Asia
35.4167	65.9823	Asia
34.3473	63.7397	Asia
32.0158	65.1072	Asia
36.6782	66.8033	Asia
36.6913	68.7909	Asia
33.83	69.9192	Asia
33.803	69.8167	Asia
34.341	69.4377	Asia
36.9111	71.0688	Asia
33.5527	68.2983	Asia
34.2448	62.1917	Asia
37.3977	69.8146	Asia
34.5195	65.2509	Asia
35.8403	65.2309	Asia
35.392	68.2232	Asia
34.2475	70.8722	Asia
36.2224	69.1504	Asia
35.6728	71.3434	Asia
33.9674	68.9492	Asia
35.6335	69.2602	Asia
36.7563	66.8972	Asia
37.0025	70.9066	Asia
34.4938	69.2743	Asia
36.1307	68.7083	Asia
34.1735	69.6457	Asia
37.0857	69.4796	Asia
35.0333	71.3581	Asia
36.6833	71.5333	Asia
34.8731	71.147	Asia
36.905	66.1834	Asia
36.9529	65.1238	Asia
35.2325	69.3772	Asia
32.7587	61.654	Asia
30.2114	66.0477	Asia
35.8462	64.5307	Asia
33.4362	70.0671	Asia
34.8353	70.3593	Asia
33.9425	69.7191	Asia
33.0519	68.65	Asia
30.4321	63.298	Asia
34.2001	70.2781	Asia
